taxsimid,year,state,fiitax,siitax,fica,tfica,v10,v11,v12,v13,v14,v17,qbid,niit,v18,v19,v22,v24,v25,v26,v27,v28,v29,v32,v34,v35,v36,srebate,v37,v38,v39,v40,v42,v43,v44,actc,cares,frate,srate,pe_al_agi,pe_al_standard_deduction,pe_al_itemized_deductions,pe_al_deductions,pe_al_federal_income_tax_deduction,pe_al_personal_exemption,pe_al_dependent_exemption,pe_al_retirement_exemption,pe_al_taxable_income,pe_al_income_tax_before_non_refundable_credits,pe_al_non_refundable_credits,pe_al_income_tax_before_refundable_credits,pe_al_refundable_credits,pe_al_income_tax,pe_adjusted_gross_income,pe_income_tax_before_credits,pe_income_tax_capped_non_refundable_credits,pe_net_investment_income_tax,pe_income_tax_before_refundable_credits,pe_eitc,pe_american_opportunity_credit,pe_refundable_ctc,pe_income_tax_refundable_credits,pe_income_tax,pe_recapture_of_investment_credit,pe_unreported_payroll_tax,pe_qualified_retirement_penalty,pe_tax_unit_taxable_social_security,pe_tax_unit_social_security,pe_taxable_pension_income
88256,2025,1,-613.54,1875.8,7010.65,3505.33,45821.26,0.0,0.0,23625.0,0.0,2101.06,0.0,0.0,22196.26,2323.55,2200.0,0.0,737.09,45821.26,0.0,2323.55,3505.33,45821.26,2500.0,3505.33,38315.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.41,0.0,0.0,27.98,4.6174,45821.26,2500.0,3505.3264,7505.326,0.0,3000.0,1000.0,0.0,38315.938,1875.7969,0.0,1875.7969,0.0,1875.7969,45821.26,2323.5515,2200.0,0.0,123.55151,737.0925,0.0,0.0,737.0925,-613.541,0.0,0.0,0.0,0.0,0.0,0.0
88257,2025,1,0.0,0.0,0.0,0.0,-13.56,0.0,0.0,17750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17750.0,0.0,0.0,0.0,-13.56,3000.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.559989,3000.0,2.169598,4500.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.559989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16731.73,0.0
88258,2025,1,-5.17,0.0,10.35,5.17,-10010.85,0.0,0.0,33100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.17,33100.0,0.0,0.0,5.17,-30360.43,8500.0,4862.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,-7.65,0.0,-30360.426,8500.0,4862.8423,11500.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10010.852,0.0,0.0,0.0,0.0,5.174114,0.0,0.0,5.174114,-5.174114,0.0,0.0,0.0,0.0,0.0,0.0
88259,2025,1,4318.32,2853.41,10949.03,5474.52,71460.99,0.0,0.0,31500.0,0.0,3225.82,0.0,0.0,39960.99,4318.32,0.0,0.0,0.0,71460.99,0.0,4318.32,5474.52,71460.99,5000.0,5474.52,58668.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1037.65,0.0,0.0,11.9995,4.0173,71460.99,5000.0,5474.515,12792.834,4318.319,3000.0,0.0,0.0,58668.156,2853.4077,0.0,2853.4077,0.0,2853.4077,71460.99,4318.319,0.0,0.0,4318.319,0.0,0.0,0.0,0.0,4318.319,0.0,0.0,0.0,0.0,0.0,0.0
88260,2025,1,0.0,0.0,9350.56,4675.28,-550160.9,0.0,0.0,31500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31500.0,0.0,0.0,4675.28,-2029805.5,8500.0,329444.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,886.16,0.0,0.0,0.0,0.0,-2.0298055e+06,8500.0,329444.16,332444.16,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-550160.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8880.209,0.0
88261,2025,1,29844.5,6276.43,25754.16,12877.08,170550.19,0.0,0.0,15750.0,0.0,8337.51,0.0,0.0,154800.17,29586.94,0.0,0.0,0.0,170550.19,0.0,29844.5,12877.08,170550.16,2500.0,12877.08,126328.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2440.75,0.0,0.0,24.0,3.4175,170550.16,2500.0,12877.08,44221.582,29844.502,1500.0,0.0,0.0,126328.58,6276.4287,0.0,6276.4287,0.0,6276.4287,170550.17,29844.502,0.0,0.0,29844.502,0.0,0.0,0.0,0.0,29844.502,0.0,0.0,0.0,0.0,0.0,0.0
88262,2025,1,-1433.99,0.0,564.85,282.42,3691.82,0.0,0.0,23625.0,0.0,569.06,0.0,0.0,0.0,0.0,0.0,0.0,1255.22,23625.0,0.0,0.0,282.42,3691.82,5200.0,282.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.53,178.77,0.0,-49.0,0.0,3691.8167,5200.0,282.42395,9200.0,0.0,3000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3691.8167,0.0,0.0,0.0,0.0,1255.2177,0.0,178.7725,1433.9901,-1433.9901,0.0,0.0,0.0,0.0,0.0,0.0
88263,2025,1,0.0,0.0,20839.39,10673.2,-479947.75,0.0,0.0,31500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31500.0,0.0,0.0,10673.2,-2526954.75,8500.0,414985.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1926.92,0.0,0.0,0.0,0.0,-2.5269548e+06,8500.0,414985.97,417985.97,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-479947.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88264,2025,1,-5794.7,740.5,3795.92,1897.96,24809.96,0.0,0.0,23625.0,0.0,1050.5,0.0,0.0,1184.96,118.5,118.5,0.0,4094.7,24809.96,0.0,118.5,1897.96,24809.96,5200.0,1897.96,15609.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.74,1700.0,0.0,15.9805,5.0,24809.957,5200.0,1897.9617,9200.0,0.0,3000.0,1000.0,0.0,15609.957,740.49786,0.0,740.49786,0.0,740.49786,24809.957,118.495705,118.4957,0.0,7.6293945e-06,4094.699,0.0,1700.0,5794.699,-5794.699,0.0,0.0,0.0,0.0,0.0,0.0
88265,2025,1,2.8613848e+07,3.1917745e+06,1.7782796e+06,1.1872831e+06,9.3548664e+07,0.0,0.0,31500.0,0.0,10000.0,3.776347e+06,1.3321096e+06,8.9740824e+07,2.0403586e+07,0.0,0.0,0.0,8.977232e+07,0.0,27281736.5,1.1872831e+06,93641520.0,5000.0,1.1872831e+06,63837088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982834.93,0.0,0.0,1.3972861e+06,-69859.25,9.364152e+07,5000.0,1.1872831e+06,2.980443e+07,2.8613846e+07,3000.0,300.0,0.0,6.383709e+07,3.1917745e+06,0.0,3.1917745e+06,0.0,3.1917745e+06,9.3548664e+07,2.7281736e+07,0.0,1.3321096e+06,2.8613846e+07,0.0,0.0,0.0,0.0,2.8613846e+07,0.0,0.0,0.0,0.0,0.0,145411.140625
88266,2025,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23625.0,0.0,0.0,0.0,0.0,5200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,0.0,0.0,5200.0,0.0,9200.0,0.0,3000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88267,2025,1,7176.19,4656.8,17507.45,8753.72,113965.98,0.0,0.0,31500.0,0.0,5318.3,0.0,0.0,82465.98,9376.19,2200.0,0.0,0.0,113965.98,0.0,9376.19,8753.72,113965.98,5000.0,8753.72,94736.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1659.2,0.0,0.0,12.001,4.0176,113965.984,5000.0,8753.724,19229.918,7176.1934,3000.0,300.0,0.0,94736.06,4656.803,0.0,4656.803,0.0,4656.803,113965.98,9376.193,2200.0,0.0,7176.1934,0.0,0.0,0.0,0.0,7176.1934,0.0,0.0,0.0,0.0,0.0,0.0
88268,2025,1,8224.2,2994.83,11660.2,5830.1,76250.92,0.0,0.0,15750.0,0.0,3622.55,0.0,0.0,60500.92,8224.2,0.0,0.0,0.0,76250.92,0.0,8224.2,5830.1,76250.91,2500.0,5830.1,60696.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1105.05,0.0,0.0,22.0,3.5176,76250.914,2500.0,5830.1025,15554.304,8224.201,1500.0,0.0,0.0,60696.61,2994.8306,0.0,2994.8306,0.0,2994.8306,76250.914,8224.201,0.0,0.0,8224.201,0.0,0.0,0.0,0.0,8224.201,0.0,0.0,0.0,0.0,0.0,0.0
88269,2025,1,50587.14,12278.7,20437.87,10218.94,338294.1,0.0,22557.7,34700.0,0.0,16534.7,23917.14,2196.92,279676.9,41013.18,0.0,0.0,0.0,314376.9,0.0,48390.23,10218.94,310980.19,5000.0,10218.94,247174.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1936.92,0.0,0.0,24.0,3.418,310980.2,5000.0,10218.937,63806.082,50587.145,3000.0,0.0,4756.169,247174.11,12278.705,0.0,12278.705,0.0,12278.705,338294.06,48390.227,0.0,2196.9167,50587.145,0.0,0.0,0.0,0.0,50587.145,0.0,0.0,0.0,22557.703,26538.473,4756.1689453125
88270,2025,1,2.1866196e+07,2.2448962e+06,1.3076072e+06,822996.94,6.76014e+07,0.0,23600.54,17750.0,0.0,10000.0,4.0154185e+06,557316.56,6.356823e+07,1.8757836e+07,0.0,0.0,0.0,6.3585988e+07,0.0,21308879.0,822996.94,67589416.0,2500.0,822996.94,44898724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,776843.09,0.0,0.0,1.48574e+06,-74282.5,6.7589416e+07,2500.0,822996.94,2.2690692e+07,2.1866196e+07,1500.0,0.0,6000.0,4.4898724e+07,2.2448962e+06,0.0,2.2448962e+06,0.0,2.2448962e+06,6.76014e+07,2.130888e+07,0.0,557316.56,2.1866196e+07,0.0,0.0,0.0,0.0,2.1866196e+07,0.0,0.0,0.0,23600.537,27765.338,166054.96875
88271,2025,1,92593.27,20056.31,20382.63,10191.31,551092.4,0.0,30581.71,34700.0,0.0,24672.29,14534.86,10720.29,501857.53,41428.26,0.0,0.0,0.0,536557.5,0.0,81872.97,10191.31,508510.69,5000.0,10191.31,402726.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1931.69,0.0,0.0,3512.3752,-171.002,508510.7,5000.0,10191.314,105784.58,92593.266,3000.0,0.0,12000.0,402726.12,20056.307,0.0,20056.307,0.0,20056.307,551092.4,81872.97,0.0,10720.294,92593.266,0.0,0.0,0.0,0.0,92593.266,0.0,0.0,0.0,30581.713,35978.484,32503.583984375
88272,2025,1,1.4631665e+06,198515.69,86025.08,47462.27,5.5289595e+06,0.0,31710.51,34700.0,0.0,10000.0,224361.84,120638.25,5.2698975e+06,717356.2,0.0,0.0,0.0,5.3045975e+06,0.0,1342528.25,47462.27,5485542.5,5000.0,47462.27,3971913.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25040.1,0.0,0.0,83051.0,-4147.6875,5.4855425e+06,5000.0,47462.27,1.5136288e+06,1.4631665e+06,3000.0,0.0,12000.0,3.9719138e+06,198515.69,0.0,198515.69,0.0,198515.69,5.5289595e+06,1.3425282e+06,0.0,120638.25,1.4631665e+06,0.0,0.0,0.0,0.0,1.4631665e+06,0.0,0.0,0.0,31710.51,37306.48,47204.16015625
88273,2025,1,3783.15,1970.6,7537.36,3768.68,49263.79,0.0,0.0,15750.0,0.0,2273.19,0.0,0.0,33513.79,3783.15,0.0,0.0,0.0,49263.79,0.0,3783.15,3768.68,49263.79,2500.0,3768.68,40211.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714.32,0.0,0.0,12.0,4.0176,49263.79,2500.0,3768.68,9051.835,3783.1548,1500.0,0.0,0.0,40211.953,1970.5977,0.0,1970.5977,0.0,1970.5977,49263.79,3783.1548,0.0,0.0,3783.1548,0.0,0.0,0.0,0.0,3783.1548,0.0,0.0,0.0,0.0,0.0,0.0
88274,2025,1,512071.4,62485.65,59958.76,33604.76,1.8008891e+06,0.0,0.0,31500.0,0.0,10000.0,105710.62,8234.51,1.6636785e+06,462641.03,0.0,416.3,0.0,1.6951785e+06,0.0,504253.21,33604.76,1800889.12,5000.0,33604.76,1251313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22557.5,0.0,0.0,39149.906,-1952.6094,1.8008891e+06,5000.0,33604.754,549576.2,512071.4,3000.0,900.0,0.0,1.251313e+06,62485.65,0.0,62485.65,0.0,62485.65,1.8008891e+06,504253.22,416.30127,8234.51,512071.4,0.0,0.0,0.0,0.0,512071.4,0.0,0.0,0.0,0.0,0.0,0.0
88275,2025,1,463630.1,60015.96,70989.31,38056.9,1.7071508e+06,0.0,0.0,31500.0,0.0,10000.0,120697.91,11416.3,1.5549528e+06,396706.38,0.0,0.0,0.0,1.5864528e+06,0.0,452213.77,38056.9,1707206.12,5000.0,38056.9,1201919.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16660.39,0.0,0.0,44695.25,-2229.9453,1.7072061e+06,5000.0,38056.895,505287.0,463630.1,3000.0,600.0,0.0,1.2019191e+06,60015.957,0.0,60015.957,0.0,60015.957,1.7071508e+06,452213.78,0.0,11416.301,463630.1,0.0,0.0,0.0,0.0,463630.1,0.0,0.0,0.0,0.0,0.0,0.0
88276,2025,1,3654.95,1927.68,7373.9,3686.95,48195.42,0.0,0.0,15750.0,0.0,2219.77,0.0,0.0,32445.42,3654.95,0.0,0.0,0.0,48195.42,0.0,3654.95,3686.95,48195.42,2500.0,3686.95,39353.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.83,0.0,0.0,12.0,4.0173,48195.418,2500.0,3686.9495,8841.899,3654.9502,1500.0,0.0,0.0,39353.52,1927.676,0.0,1927.676,0.0,1927.676,48195.418,3654.9502,0.0,0.0,3654.9502,0.0,0.0,0.0,0.0,3654.9502,0.0,0.0,0.0,0.0,0.0,0.0
88277,2025,1,0.0,0.0,0.0,0.0,-32465.9,0.0,0.0,34700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34700.0,0.0,0.0,0.0,-41983.1,8500.0,6717.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41983.1,8500.0,6717.296,11500.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32465.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29935.078,0.0
88278,2025,1,3366.61,3569.87,13203.29,6601.65,86465.64,0.0,0.0,31500.0,0.0,3953.26,0.0,0.0,54965.64,6102.55,2200.0,535.94,0.0,86465.64,0.0,6102.55,6601.65,86465.64,5000.0,6601.65,72997.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1251.29,0.0,0.0,12.001,4.0171,86465.64,5000.0,6601.6455,13468.254,3366.6086,3000.0,500.0,0.0,72997.39,3569.8696,0.0,3569.8696,0.0,3569.8696,86465.64,6102.5454,2735.9368,0.0,3366.6086,0.0,0.0,0.0,0.0,3366.6086,0.0,0.0,0.0,0.0,0.0,0.0
88279,2025,1,10672.74,5407.76,0.0,0.0,134316.73,0.0,4688.85,17750.0,0.0,6525.84,0.0,0.0,114125.73,806.38,0.0,0.0,0.0,131875.73,0.0,10672.74,0.0,123627.89,2500.0,0.0,108955.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.25,1.8374,123627.89,2500.0,0.0,14672.744,10672.744,1500.0,0.0,6000.0,108955.15,5407.7573,0.0,5407.7573,0.0,5407.7573,134316.73,10672.744,0.0,0.0,10672.744,0.0,0.0,0.0,0.0,10672.744,0.0,0.0,0.0,4688.848,5516.292,19433.203125
88280,2025,1,-397.67,0.0,1329.24,664.62,-19778.33,0.0,0.0,31500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.67,31500.0,0.0,0.0,664.62,-29233.25,8500.0,5341.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.97,0.0,0.0,-7.65,0.0,-29233.25,8500.0,5341.9414,11500.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19778.326,0.0,0.0,0.0,0.0,397.67056,0.0,0.0,397.67056,-397.67056,0.0,0.0,0.0,0.0,0.0,0.0
88281,2025,1,1107.8,1023.51,4104.68,2052.34,26827.99,0.0,0.0,15750.0,0.0,1151.4,0.0,0.0,11077.99,1107.8,0.0,0.0,0.0,26827.99,0.0,1107.8,2052.34,26827.99,2950.0,2052.34,21270.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.01,0.0,0.0,10.0,4.5,26827.992,2950.0,2052.3413,5557.7993,1107.7992,1500.0,0.0,0.0,21270.193,1023.50964,0.0,1023.50964,0.0,1023.50964,26827.992,1107.7992,0.0,0.0,1107.7992,0.0,0.0,0.0,0.0,1107.7992,0.0,0.0,0.0,0.0,0.0,0.0
88282,2025,1,8.062947e+06,773326.2,622719.2,383905.53,2.3915702e+07,0.0,0.0,23625.0,0.0,10000.0,1.1385569e+06,94369.62,2.275352e+07,7.494122e+06,0.0,1200.0,0.0,2.2777144e+07,0.0,7969777.5,383905.53,23917776.0,2500.0,383905.53,15467324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368836.16,0.0,0.0,421303.0,-21060.312,2.3917776e+07,2500.0,383905.5,8.450452e+06,8.062947e+06,3000.0,600.0,0.0,1.5467324e+07,773326.2,0.0,773326.2,0.0,773326.2,2.3915702e+07,7.9697775e+06,1200.0,94369.625,8.062947e+06,0.0,0.0,0.0,0.0,8.062947e+06,0.0,0.0,0.0,0.0,0.0,22575.09765625
88283,2025,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17750.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,4500.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88284,2025,1,-250.24,0.0,112.61,56.3,735.99,0.0,0.0,23625.0,0.0,569.06,0.0,0.0,0.0,0.0,0.0,0.0,250.24,23625.0,0.0,0.0,56.3,735.99,5200.0,56.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.67,0.0,0.0,-34.0,0.0,735.98914,5200.0,56.30317,9200.0,0.0,3000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.98914,0.0,0.0,0.0,0.0,250.23631,0.0,0.0,250.23631,-250.23631,0.0,0.0,0.0,0.0,0.0,0.0
88285,2025,1,12686.48,5934.59,15871.07,7935.53,143913.83,0.0,0.0,31500.0,0.0,6815.69,6743.84,0.0,105669.99,11853.07,0.0,0.0,0.0,137170.0,0.0,12686.47,7935.53,143913.84,5000.0,7935.53,120291.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1504.12,0.0,0.0,22.0029,3.5176,143913.84,5000.0,7935.533,23622.008,12686.475,3000.0,0.0,0.0,120291.836,5934.592,0.0,5934.592,0.0,5934.592,143913.83,12686.475,0.0,0.0,12686.475,0.0,0.0,0.0,0.0,12686.475,0.0,0.0,0.0,0.0,0.0,21.329837799072266
88286,2025,1,-8385.73,1001.7,4963.44,2481.72,32684.0,0.0,0.0,31500.0,0.0,1254.2,0.0,0.0,1184.0,100.62,0.0,100.62,6685.73,32684.0,0.0,100.62,2481.72,32684.0,6050.0,2481.72,21634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.39,1700.0,0.0,21.0596,5.0,32684.0,6050.0,2481.7224,11050.0,0.0,3000.0,2000.0,0.0,21634.0,1001.7,0.0,1001.7,0.0,1001.7,32684.0,100.62454,100.62451,0.0,3.0517578e-05,6685.7314,0.0,1700.0,8385.731,-8385.731,0.0,0.0,0.0,0.0,0.0,0.0
88287,2025,1,11593.76,4708.7,18193.46,9711.66,118964.48,0.0,0.0,23625.0,0.0,5758.22,1617.85,0.0,93721.62,13793.76,2200.0,0.0,0.0,117346.62,0.0,13793.76,9711.66,119579.41,2500.0,9711.66,94973.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1607.66,0.0,0.0,22.0,3.5176,119579.41,2500.0,9711.662,24605.42,11593.758,3000.0,300.0,0.0,94973.984,4708.699,0.0,4708.699,0.0,4708.699,118964.48,13793.758,2200.0,0.0,11593.758,0.0,0.0,0.0,0.0,11593.758,0.0,0.0,0.0,0.0,0.0,0.0
88288,2025,1,5591.52,4111.65,15359.62,7679.81,100404.38,0.0,0.0,31500.0,0.0,4640.22,0.0,0.0,68904.38,7791.52,2200.0,0.0,0.0,100404.38,0.0,7791.52,7679.81,100404.38,5000.0,7679.81,83833.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1455.65,0.0,0.0,11.999,4.0171,100404.375,5000.0,7679.8115,16571.336,5591.525,3000.0,300.0,0.0,83833.04,4111.652,0.0,4111.652,0.0,4111.652,100404.375,7791.525,2200.0,0.0,5591.525,0.0,0.0,0.0,0.0,5591.525,0.0,0.0,0.0,0.0,0.0,0.0
88289,2025,1,0.0,0.0,0.0,0.0,-3000.0,0.0,0.0,23625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23625.0,0.0,0.0,0.0,-2138410.25,5200.0,342145.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.5,0.0,-2.1384102e+06,5200.0,342145.62,349145.62,0.0,3000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88290,2025,1,1.6162831e+07,1.864964e+06,104220.82,87964.98,5.3551384e+07,0.0,19797.36,17750.0,0.0,10000.0,2.2078208e+06,1.5914799e+06,5.1325812e+07,9.422857e+06,0.0,0.0,0.0,5.134357e+07,0.0,14571352.0,87964.98,53552376.0,2500.0,87964.98,37300080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23476.06,0.0,0.0,816932.0,-40841.75,5.3552376e+07,2500.0,87964.98,1.6252297e+07,1.6162832e+07,1500.0,0.0,6000.0,3.730008e+07,1.864964e+06,0.0,1.864964e+06,0.0,1.864964e+06,5.3551388e+07,1.4571352e+07,0.0,1.5914799e+06,1.6162832e+07,0.0,0.0,0.0,0.0,1.6162832e+07,0.0,0.0,0.0,19797.361,23291.012,243322.328125
88291,2025,1,0.0,0.0,0.0,0.0,-308000.0,0.0,0.0,17750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17750.0,0.0,0.0,0.0,-14253945.0,3000.0,2.2806312e+06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4253945e+07,3000.0,2.2806312e+06,2.2821312e+06,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-308000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8172.2847,0.0
88292,2025,1,2.190758e+06,268305.5,71650.2,47908.69,7.6431115e+06,0.0,28779.11,34700.0,0.0,10000.0,1.00796894e+06,59326.28,6.600443e+06,1.8552028e+06,0.0,0.0,0.0,6.635143e+06,0.0,2131431.81,47908.69,7609376.5,5000.0,47908.69,5367710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22904.22,0.0,0.0,372985.53,-18644.406,7.6093765e+06,5000.0,47908.688,2.2416668e+06,2.190758e+06,3000.0,0.0,12000.0,5.36771e+06,268305.5,0.0,268305.5,0.0,268305.5,7.643112e+06,2.1314318e+06,0.0,59326.273,2.190758e+06,0.0,0.0,0.0,0.0,2.190758e+06,0.0,0.0,0.0,28779.107,33857.773,128903.859375
88293,2025,1,63470.92,15950.65,29773.52,14982.32,402615.62,0.0,0.0,31500.0,0.0,19750.78,24135.35,966.33,346980.3,63063.44,4250.0,0.0,0.0,378480.3,0.0,66754.59,14982.32,402666.25,5000.0,14982.32,320613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3809.36,0.0,0.0,24.0078,3.6797,402666.25,5000.0,14982.318,82053.234,63470.914,3000.0,600.0,0.0,320613.0,15950.65,0.0,15950.65,0.0,15950.65,402615.66,66754.586,4250.0,966.32666,63470.914,0.0,0.0,0.0,0.0,63470.914,0.0,0.0,0.0,0.0,0.0,0.0
88294,2025,1,1760.37,1283.59,4958.31,2479.16,32407.26,0.0,0.0,15750.0,0.0,1430.36,0.0,0.0,16657.26,1760.37,0.0,0.0,0.0,32407.26,0.0,1760.37,2479.16,32407.27,2675.0,2479.16,26471.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.91,0.0,0.0,12.0,5.65,32407.266,2675.0,2479.1558,5935.372,1760.3718,1500.0,0.0,0.0,26471.895,1283.5947,0.0,1283.5947,0.0,1283.5947,32407.266,1760.3718,0.0,0.0,1760.3718,0.0,0.0,0.0,0.0,1760.3718,0.0,0.0,0.0,0.0,0.0,0.0
88295,2025,1,12571.5,6007.35,22769.88,12948.43,149003.36,0.0,0.0,31500.0,0.0,7070.17,4113.45,0.0,113389.91,14766.62,2200.0,0.0,0.0,144889.9,0.0,14771.5,12948.43,150566.84,5000.0,12948.43,121746.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1861.58,0.0,0.0,22.0,3.5176,150566.84,5000.0,12948.427,28819.928,12571.501,3000.0,300.0,0.0,121746.914,6007.3457,0.0,6007.3457,0.0,6007.3457,149003.36,14771.501,2200.0,0.0,12571.501,0.0,0.0,0.0,0.0,12571.501,0.0,0.0,0.0,0.0,0.0,0.0
88296,2025,1,1617.92,1228.86,4776.69,2388.34,31220.18,0.0,0.0,15750.0,0.0,1371.01,0.0,0.0,15470.18,1617.92,0.0,0.0,0.0,31220.18,0.0,1617.92,2388.34,31220.19,2725.0,2388.34,25377.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.69,0.0,0.0,12.0,4.4,31220.186,2725.0,2388.3442,5842.9224,1617.9222,1500.0,0.0,0.0,25377.264,1228.8632,0.0,1228.8632,0.0,1228.8632,31220.186,1617.9222,0.0,0.0,1617.9222,0.0,0.0,0.0,0.0,1617.9222,0.0,0.0,0.0,0.0,0.0,0.0
88297,2025,1,3647.72,1656.42,0.0,0.0,58860.67,0.0,11284.5,17750.0,0.0,2753.03,0.0,0.0,35110.67,3647.72,0.0,0.0,0.0,52860.67,0.0,3647.72,0.0,41576.18,2500.0,0.0,33928.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.2,41576.176,2500.0,0.0,7647.7163,3647.7163,1500.0,0.0,6000.0,33928.46,1656.4231,0.0,1656.4231,0.0,1656.4231,58860.67,3647.7163,0.0,0.0,3647.7163,0.0,0.0,0.0,0.0,3647.7163,0.0,0.0,0.0,11284.495,13275.876,44102.8984375
